17	95255	0.1
17	96319	0.1
53	87254	0.8
74	99782	0.1
74	83969	0.1
110	91558	0.8
158	35639	0.1
198	89531	0.8
230	74993	0.8
249	14359	0.1
249	6852	0.1
256	83011	0.4
267	80056	0.8
298	22929	0.1
298	27075	0.4
301	86317	0.8
302	75231	0.8
305	97515	0.8
329	79232	0.4
356	17182	0.4
374	91546	0.8
379	94123	0.8
382	92579	0.8
390	31821	0.8
407	83935	0.1
447	30523	0.8
477	80492	0.1
477	79476	0.1
492	74720	0.8
494	82419	0.8
524	5835	0.55
553	98916	0.8
567	34667	0.4
567	98931	0.55
567	93065	0.55
577	32600	0.836364
577	33310	0.1
592	8300	0.8
615	27451	0.8
659	81896	0.1
659	95587	0.1
715	91691	0.8
753	28923	0.8
793	74919	0.4
793	91753	0.4
793	75208	0.1
813	95498	0.8
826	24449	0.1
826	89054	0.1
836	1982	0.775
836	5600	0.1
836	6262	0.4
870	91534	0.1
903	88998	0.1
903	84532	0.1
912	96013	0.1
923	22578	0.4
923	29722	0.1
927	93321	0.8
940	91088	0.8
947	81027	0.4
947	94733	0.4
947	76010	0.4
948	92578	0.8
960	2284	0.8
990	23221	0.742857
990	34782	0.1
1013	76700	0.1
1013	1887	0.1
1045	93774	0.1
1082	420	0.8
1131	86024	0.8
1153	89664	0.4
1153	94395	0.4
1153	79168	0.4
1173	11187	0.35
1173	28806	0.1
1188	26494	0.8
1195	9419	0.1
1195	74807	0.1
1197	99855	0.4
1197	76129	0.4
1197	88927	0.4
1228	12453	0.4
1228	6793	0.4
1228	93527	0.4
1232	84357	0.8
1238	30099	0.1
1238	32610	0.64
1259	86500	0.8
1281	29347	0.8
1330	30350	0.8
1336	13513	0.8
1458	76438	0.8
1482	26138	0.64
1482	28094	0.55
1482	29347	0.55
1482	31408	0.325
1577	87516	0.4
1584	12379	0.55
1584	15170	0.55
1584	17248	0.55
1584	83496	0.7
1587	23392	0.1
1629	22207	0.55
1641	85890	0.325
1641	80514	0.55
1641	92035	0.55
1641	87640	0.73
1731	85890	0.1
1752	31015	0.8
1761	82610	0.8
1858	93645	0.8
1882	22352	0.1
1882	86071	0.4
1890	98663	0.8
1896	21496	0.4
1896	32716	0.55
1896	34905	0.1
1928	79206	0.8
1982	10011	0.64
1982	14188	0.64
1982	15206	0.64
1982	6262	0.64
1982	9383	0.64
2042	76662	0.8
2058	24307	0.1
2058	97591	0.4
2080	28452	0.64
2080	86478	0.4
2080	94174	0.4
2090	81323	0.8
2109	79309	0.8
2148	97871	0.8
2190	29045	0.1
2190	35639	0.4
2194	90274	0.8
2204	82239	0.1
2204	79175	0.1
2239	7090	0.8
2289	13835	0.64
2289	81715	0.1
2331	21095	0.4
2337	20569	0.55
2337	21478	0.7
2406	90005	0.8
2446	79115	0.1
2459	15414	0.8
2501	83474	0.8
2502	89862	0.8
2543	2772	0.8
2554	92489	0.4
2676	78317	0.8
2707	95681	0.8
2725	28779	0.4
2732	75333	0.7
2732	80742	0.4
2732	90618	0.55
2774	23088	0.1
2774	5475	0.4
2793	80364	0.8
2823	9901	0.55
2823	13662	0.325
2823	7223	0.55
2823	7182	0.55
2903	86408	0.8
2958	23863	0.1
2958	35291	0.1
2969	77483	0.4
2969	97185	0.46
2969	97070	0.4
3002	82354	0.8
3028	23293	0.1
3028	33255	0.4
3040	95021	0.1
3040	95926	0.1
3076	81608	0.8
3113	80813	0.8
3128	81397	0.55
3128	75854	0.4
3128	78934	0.64
3147	10352	0.1
3147	1811	0.1
3187	27664	0.8
3217	26651	0.64
3217	97738	0.64
3217	91398	0.64
3217	99841	0.55
3239	77001	0.1
3303	88209	0.1
3312	21033	0.1
3312	27726	0.1
3324	95021	0.8
3382	83474	0.8
3402	92578	0.8
3426	4268	0.1
3426	33653	0.1
3432	90274	0.4
3432	9379	0.46
3432	83312	0.4
3461	84929	0.4
3461	96872	0.4
3461	97266	0.1
3494	83261	0.8
3501	10352	0.8
3524	75518	0.8
3533	84871	0.8
3554	6541	0.1
3560	93035	0.64
3560	79565	0.7
3560	76901	0.64
3560	99334	0.7
3560	99123	0.64
3574	76438	0.8
3601	87636	0.1
3601	91208	0.1
3604	23770	0.4
3604	30329	0.55
3604	33255	0.55
3635	82044	0.8
3736	97061	0.8
3737	13519	0.8
3738	99612	0.8
3767	27451	0.4
3767	29166	0.4
3767	34864	0.1
3770	8296	0.8
3787	88750	0.8
3843	12617	0.8
3866	91462	0.8
3876	97297	0.1
3876	99669	0.1
3915	98726	0.1
3916	88296	0.8
3918	90943	0.1
3918	92578	0.1
3964	22578	0.4
3964	30965	0.1
3983	83474	0.8
4041	86972	0.8
4060	95576	0.8
4064	3994	0.1
4064	87350	0.1
4077	95864	0.8
4078	74379	0.1
4078	34986	0.1
4083	90274	0.8
4088	97055	0.8
4115	91340	0.8
4137	82354	0.8
4195	87412	0.8
4237	24854	0.8
4256	93878	0.55
4256	88073	0.55
4256	79443	0.55
4256	88646	0.7
4257	25948	0.1
4257	93587	0.1
4277	94400	0.8
4294	34905	0.1
4297	27280	0.325
4297	91278	0.55
4297	86330	0.4
4333	95926	0.1
4333	83233	0.1
4351	82846	0.1
4351	87201	0.1
4369	80813	0.8
4385	87137	0.8
4397	89307	0.1
4397	81483	0.1
4440	99555	0.1
4453	85888	0.8
4476	92130	0.8
4562	77064	0.8
4587	27057	0.325
4587	81338	0.1
4655	78184	0.4
4655	83597	0.1
4670	82253	0.8
4688	12631	0.8
4697	93560	0.1
4698	87938	0.1
4698	76592	0.1
4710	86446	0.1
4710	76016	0.1
4721	77699	0.1
4721	82079	0.1
4770	87241	0.8
4792	17650	0.4
