17	95255	0.0392305
17	96319	0.0392305
53	87254	0.272792
74	99782	0.0392305
74	83969	0.0392305
110	91558	0.272792
158	35639	0.1
198	89531	0.272792
230	74993	0.272792
249	14359	0.0392305
249	6852	0.0392305
256	83011	0.265153
267	80056	0.272792
298	22929	0.1
298	27075	0.265153
301	86317	0.272792
302	75231	0.272792
305	97515	0.272792
329	79232	0.265153
356	17182	0.265153
374	91546	0.272792
379	94123	0.272792
382	92579	0.272792
390	31821	0.272792
407	83935	0.1
447	30523	0.272792
477	80492	0.0392305
477	79476	0.0392305
492	74720	0.272792
494	82419	0.272792
524	5835	0.363604
553	98916	0.272792
567	34667	0.1
567	98931	0.363604
567	93065	0.363604
577	32600	0.671366
577	33310	0.0392305
592	8300	0.272792
615	27451	0.272792
659	81896	0.0392305
659	95587	0.0392305
715	91691	0.272792
753	28923	0.272792
793	74919	0.1
793	91753	0.1
793	75208	0.0454058
813	95498	0.272792
826	24449	0.0392305
826	89054	0.0392305
836	1982	0.632577
836	5600	0.0454058
836	6262	0.1
870	91534	0.1
903	88998	0.0392305
903	84532	0.0392305
912	96013	0.1
923	22578	0.265153
923	29722	0.1
927	93321	0.272792
940	91088	0.272792
947	81027	0.1
947	94733	0.1
947	76010	0.1
948	92578	0.272792
960	2284	0.272792
990	23221	0.575736
990	34782	0.1
1013	76700	0.0392305
1013	1887	0.0392305
1045	93774	0.1
1082	420	0.272792
1131	86024	0.272792
1153	89664	0.1
1153	94395	0.1
1153	79168	0.1
1173	11187	0.10227
1173	28806	0.0392305
1188	26494	0.272792
1195	9419	0.0392305
1195	74807	0.0392305
1197	99855	0.1
1197	76129	0.1
1197	88927	0.1
1228	12453	0.1
1228	6793	0.1
1228	93527	0.1
1232	84357	0.272792
1238	30099	0.0392305
1238	32610	0.480385
1259	86500	0.272792
1281	29347	0.272792
1330	30350	0.272792
1336	13513	0.272792
1458	76438	0.272792
1482	26138	0.43079
1482	28094	0.195016
1482	29347	0.195016
1482	31408	0.146185
1577	87516	0.265153
1584	12379	0.195016
1584	15170	0.195016
1584	17248	0.195016
1584	83496	0.535242
1587	23392	0.1
1629	22207	0.363604
1641	85890	0.146185
1641	80514	0.195016
1641	92035	0.195016
1641	87640	0.573093
1731	85890	0.1
1752	31015	0.272792
1761	82610	0.272792
1858	93645	0.272792
1882	22352	0.0392305
1882	86071	0.265153
1890	98663	0.272792
1896	21496	0.1
1896	32716	0.363604
1896	34905	0.0454058
1928	79206	0.272792
1982	10011	0.265153
1982	14188	0.265153
1982	15206	0.265153
1982	6262	0.265153
1982	9383	0.265153
2042	76662	0.272792
2058	24307	0.0392305
2058	97591	0.265153
2080	28452	0.480385
2080	86478	0.1
2080	94174	0.1
2090	81323	0.272792
2109	79309	0.272792
2148	97871	0.272792
2190	29045	0.0392305
2190	35639	0.265153
2194	90274	0.272792
2204	82239	0.0392305
2204	79175	0.0392305
2239	7090	0.272792
2289	13835	0.480385
2289	81715	0.0392305
2331	21095	0.265153
2337	20569	0.4
2337	21478	0.535242
2406	90005	0.272792
2446	79115	0.1
2459	15414	0.272792
2501	83474	0.272792
2502	89862	0.272792
2543	2772	0.272792
2554	92489	0.265153
2676	78317	0.272792
2707	95681	0.272792
2725	28779	0.265153
2732	75333	0.55
2732	80742	0.1
2732	90618	0.363604
2774	23088	0.0392305
2774	5475	0.265153
2793	80364	0.272792
2823	9901	0.195016
2823	13662	0.146185
2823	7223	0.195016
2823	7182	0.195016
2903	86408	0.272792
2958	23863	0.0392305
2958	35291	0.0392305
2969	77483	0.1
2969	97185	0.325
2969	97070	0.1
3002	82354	0.272792
3028	23293	0.0392305
3028	33255	0.265153
3040	95021	0.0392305
3040	95926	0.0392305
3076	81608	0.272792
3113	80813	0.272792
3128	81397	0.363604
3128	75854	0.1
3128	78934	0.480385
3147	10352	0.0392305
3147	1811	0.0392305
3187	27664	0.272792
3217	26651	0.43079
3217	97738	0.43079
3217	91398	0.43079
3217	99841	0.195016
3239	77001	0.1
3303	88209	0.1
3312	21033	0.0392305
3312	27726	0.0392305
3324	95021	0.272792
3382	83474	0.272792
3402	92578	0.272792
3426	4268	0.0392305
3426	33653	0.0392305
3432	90274	0.1
3432	9379	0.325
3432	83312	0.1
3461	84929	0.1
3461	96872	0.1
3461	97266	0.0454058
3494	83261	0.272792
3501	10352	0.272792
3524	75518	0.272792
3533	84871	0.272792
3554	6541	0.1
3560	93035	0.265153
3560	79565	0.480385
3560	76901	0.265153
3560	99334	0.480385
3560	99123	0.265153
3574	76438	0.272792
3601	87636	0.0392305
3601	91208	0.0392305
3604	23770	0.1
3604	30329	0.363604
3604	33255	0.363604
3635	82044	0.272792
3736	97061	0.272792
3737	13519	0.272792
3738	99612	0.272792
3767	27451	0.1
3767	29166	0.1
3767	34864	0.0454058
3770	8296	0.272792
3787	88750	0.272792
3843	12617	0.272792
3866	91462	0.272792
3876	97297	0.0392305
3876	99669	0.0392305
3915	98726	0.1
3916	88296	0.272792
3918	90943	0.0392305
3918	92578	0.0392305
3964	22578	0.265153
3964	30965	0.0392305
3983	83474	0.272792
4041	86972	0.272792
4060	95576	0.272792
4064	3994	0.0392305
4064	87350	0.0392305
4077	95864	0.272792
4078	74379	0.0392305
4078	34986	0.0392305
4083	90274	0.272792
4088	97055	0.272792
4115	91340	0.272792
4137	82354	0.272792
4195	87412	0.272792
4237	24854	0.272792
4256	93878	0.195016
4256	88073	0.195016
4256	79443	0.195016
4256	88646	0.535242
4257	25948	0.0392305
4257	93587	0.0392305
4277	94400	0.272792
4294	34905	0.1
4297	27280	0.220577
4297	91278	0.363604
4297	86330	0.1
4333	95926	0.0392305
4333	83233	0.0392305
4351	82846	0.0392305
4351	87201	0.0392305
4369	80813	0.272792
4385	87137	0.272792
4397	89307	0.0392305
4397	81483	0.0392305
4440	99555	0.1
4453	85888	0.272792
4476	92130	0.272792
4562	77064	0.272792
4587	27057	0.220577
4587	81338	0.0392305
4655	78184	0.265153
4655	83597	0.0392305
